gene_symbol,chromosome,sex-bias,tissue
F5,1,M,Peripheral_blood_mononuclear_cells
FAAH,1,M,Peripheral_blood_mononuclear_cells
FAM213B,1,M,Peripheral_blood_mononuclear_cells
FOXO6,1,M,Peripheral_blood_mononuclear_cells
GBP1,1,M,Peripheral_blood_mononuclear_cells
GBP2,1,M,Peripheral_blood_mononuclear_cells
GBP5,1,M,Peripheral_blood_mononuclear_cells
GCLM,1,M,Peripheral_blood_mononuclear_cells
GNB1,1,M,Peripheral_blood_mononuclear_cells
GPR137B,1,M,Peripheral_blood_mononuclear_cells
GPR89A,1,M,Peripheral_blood_mononuclear_cells
GUCA2B,1,M,Peripheral_blood_mononuclear_cells
H6PD,1,M,Peripheral_blood_mononuclear_cells
HENMT1,1,M,Peripheral_blood_mononuclear_cells
ID3,1,M,Peripheral_blood_mononuclear_cells
IFFO2,1,M,Peripheral_blood_mononuclear_cells
IKBKE,1,M,Peripheral_blood_mononuclear_cells
INADL,1,M,Peripheral_blood_mononuclear_cells
KCND3,1,M,Peripheral_blood_mononuclear_cells
KCTD3,1,M,Peripheral_blood_mononuclear_cells
KIFAP3,1,M,Peripheral_blood_mononuclear_cells
LGR6,1,M,Peripheral_blood_mononuclear_cells
LPGAT1,1,M,Peripheral_blood_mononuclear_cells
LRIF1,1,M,Peripheral_blood_mononuclear_cells
MFSD4,1,M,Peripheral_blood_mononuclear_cells
MR1,1,M,Peripheral_blood_mononuclear_cells
NAV1,1,M,Peripheral_blood_mononuclear_cells
NEK2,1,M,Peripheral_blood_mononuclear_cells
NIPAL3,1,M,Peripheral_blood_mononuclear_cells
NR5A2,1,M,Peripheral_blood_mononuclear_cells
NUCKS1,1,M,Peripheral_blood_mononuclear_cells
OVGP1,1,M,Peripheral_blood_mononuclear_cells
PER3,1,M,Peripheral_blood_mononuclear_cells
PFKFB2,1,M,Peripheral_blood_mononuclear_cells
PINK1,1,M,Peripheral_blood_mononuclear_cells
PLCH2,1,M,Peripheral_blood_mononuclear_cells
PSMA5,1,M,Peripheral_blood_mononuclear_cells
PTPN22,1,M,Peripheral_blood_mononuclear_cells
PTPN7,1,M,Peripheral_blood_mononuclear_cells
RALGPS2,1,M,Peripheral_blood_mononuclear_cells
RRAGC,1,M,Peripheral_blood_mononuclear_cells
SCCPDH,1,M,Peripheral_blood_mononuclear_cells
SH3GLB1,1,M,Peripheral_blood_mononuclear_cells
SLC2A1,1,M,Peripheral_blood_mononuclear_cells
SPRTN,1,M,Peripheral_blood_mononuclear_cells
SUSD4,1,M,Peripheral_blood_mononuclear_cells
SYT11,1,M,Peripheral_blood_mononuclear_cells
TARS2,1,M,Peripheral_blood_mononuclear_cells
THBS3,1,M,Peripheral_blood_mononuclear_cells
TNNI3K,1,M,Peripheral_blood_mononuclear_cells
TP73,1,M,Peripheral_blood_mononuclear_cells
UCK2,1,M,Peripheral_blood_mononuclear_cells
VAMP3,1,M,Peripheral_blood_mononuclear_cells
WDR77,1,M,Peripheral_blood_mononuclear_cells
WLS,1,M,Peripheral_blood_mononuclear_cells
ZFYVE9,1,M,Peripheral_blood_mononuclear_cells
ZMYM4,1,M,Peripheral_blood_mononuclear_cells
ZSWIM5,1,M,Peripheral_blood_mononuclear_cells
ZYG11B,1,M,Peripheral_blood_mononuclear_cells
SEPT2,2,M,Peripheral_blood_mononuclear_cells
ACKR3,2,M,Peripheral_blood_mononuclear_cells
ACVR1C,2,M,Peripheral_blood_mononuclear_cells
ACVR2A,2,M,Peripheral_blood_mononuclear_cells
ADAM23,2,M,Peripheral_blood_mononuclear_cells
AGAP1,2,M,Peripheral_blood_mononuclear_cells
ANKAR,2,M,Peripheral_blood_mononuclear_cells
ARL4C,2,M,Peripheral_blood_mononuclear_cells
ATIC,2,M,Peripheral_blood_mononuclear_cells
C2orf69,2,M,Peripheral_blood_mononuclear_cells
CCDC93,2,M,Peripheral_blood_mononuclear_cells
CENPO,2,M,Peripheral_blood_mononuclear_cells
CHST10,2,M,Peripheral_blood_mononuclear_cells
COL6A3,2,M,Peripheral_blood_mononuclear_cells
DYNC2LI1,2,M,Peripheral_blood_mononuclear_cells
EPT1,2,M,Peripheral_blood_mononuclear_cells
ERCC3,2,M,Peripheral_blood_mononuclear_cells
FARSB,2,M,Peripheral_blood_mononuclear_cells
FASTKD2,2,M,Peripheral_blood_mononuclear_cells
FBLN7,2,M,Peripheral_blood_mononuclear_cells
FBXO11,2,M,Peripheral_blood_mononuclear_cells
GFPT1,2,M,Peripheral_blood_mononuclear_cells
GLB1L,2,M,Peripheral_blood_mononuclear_cells
GPAT2,2,M,Peripheral_blood_mononuclear_cells
GPR155,2,M,Peripheral_blood_mononuclear_cells
HTR2B,2,M,Peripheral_blood_mononuclear_cells
IAH1,2,M,Peripheral_blood_mononuclear_cells
ICA1L,2,M,Peripheral_blood_mononuclear_cells
IDH1,2,M,Peripheral_blood_mononuclear_cells
IKZF2,2,M,Peripheral_blood_mononuclear_cells
INO80D,2,M,Peripheral_blood_mononuclear_cells
IRS1,2,M,Peripheral_blood_mononuclear_cells
KANSL3,2,M,Peripheral_blood_mononuclear_cells
KCMF1,2,M,Peripheral_blood_mononuclear_cells
KCNF1,2,M,Peripheral_blood_mononuclear_cells
LPIN1,2,M,Peripheral_blood_mononuclear_cells
LY75,2,M,Peripheral_blood_mononuclear_cells
MAT2A,2,M,Peripheral_blood_mononuclear_cells
MTHFD2,2,M,Peripheral_blood_mononuclear_cells
MYO1B,2,M,Peripheral_blood_mononuclear_cells
MZT2A,2,M,Peripheral_blood_mononuclear_cells
NCAPH,2,M,Peripheral_blood_mononuclear_cells
OSGEPL1,2,M,Peripheral_blood_mononuclear_cells
PCYOX1,2,M,Peripheral_blood_mononuclear_cells
PPP1R21,2,M,Peripheral_blood_mononuclear_cells
PQLC3,2,M,Peripheral_blood_mononuclear_cells
RAPH1,2,M,Peripheral_blood_mononuclear_cells
RQCD1,2,M,Peripheral_blood_mononuclear_cells
RRM2,2,M,Peripheral_blood_mononuclear_cells
SGPP2,2,M,Peripheral_blood_mononuclear_cells
SP140,2,M,Peripheral_blood_mononuclear_cells
SPOPL,2,M,Peripheral_blood_mononuclear_cells
SPTBN1,2,M,Peripheral_blood_mononuclear_cells
STAT1,2,M,Peripheral_blood_mononuclear_cells
WDFY1,2,M,Peripheral_blood_mononuclear_cells
APPL1,3,M,Peripheral_blood_mononuclear_cells
ATP13A3,3,M,Peripheral_blood_mononuclear_cells
C3orf14,3,M,Peripheral_blood_mononuclear_cells
C3orf17,3,M,Peripheral_blood_mononuclear_cells
C3orf58,3,M,Peripheral_blood_mononuclear_cells
CAMP,3,M,Peripheral_blood_mononuclear_cells
CCDC191,3,M,Peripheral_blood_mononuclear_cells
CDV3,3,M,Peripheral_blood_mononuclear_cells
CLDND1,3,M,Peripheral_blood_mononuclear_cells
CRTAP,3,M,Peripheral_blood_mononuclear_cells
CX3CR1,3,M,Peripheral_blood_mononuclear_cells
DOCK3,3,M,Peripheral_blood_mononuclear_cells
EPM2AIP1,3,M,Peripheral_blood_mononuclear_cells
FAM131A,3,M,Peripheral_blood_mononuclear_cells
FAM162A,3,M,Peripheral_blood_mononuclear_cells
FANCD2,3,M,Peripheral_blood_mononuclear_cells
GPR160,3,M,Peripheral_blood_mononuclear_cells
GUCA1C,3,M,Peripheral_blood_mononuclear_cells
IQCG,3,M,Peripheral_blood_mononuclear_cells
LPP,3,M,Peripheral_blood_mononuclear_cells
LRRC58,3,M,Peripheral_blood_mononuclear_cells
LRRFIP2,3,M,Peripheral_blood_mononuclear_cells
MORC1,3,M,Peripheral_blood_mononuclear_cells
NCKIPSD,3,M,Peripheral_blood_mononuclear_cells
NIT2,3,M,Peripheral_blood_mononuclear_cells
PARP14,3,M,Peripheral_blood_mononuclear_cells
PARP3,3,M,Peripheral_blood_mononuclear_cells
PCYT1A,3,M,Peripheral_blood_mononuclear_cells
PDIA5,3,M,Peripheral_blood_mononuclear_cells
PFN2,3,M,Peripheral_blood_mononuclear_cells
PHF7,3,M,Peripheral_blood_mononuclear_cells
PIGX,3,M,Peripheral_blood_mononuclear_cells
RAP2B,3,M,Peripheral_blood_mononuclear_cells
RPP14,3,M,Peripheral_blood_mononuclear_cells
SEC22C,3,M,Peripheral_blood_mononuclear_cells
SELT,3,M,Peripheral_blood_mononuclear_cells
SLC6A6,3,M,Peripheral_blood_mononuclear_cells
SSR3,3,M,Peripheral_blood_mononuclear_cells
TCAIM,3,M,Peripheral_blood_mononuclear_cells
TFDP2,3,M,Peripheral_blood_mononuclear_cells
TMEM110,3,M,Peripheral_blood_mononuclear_cells
TTLL3,3,M,Peripheral_blood_mononuclear_cells
UBE2E1,3,M,Peripheral_blood_mononuclear_cells
WNT5A,3,M,Peripheral_blood_mononuclear_cells
ZIC4,3,M,Peripheral_blood_mononuclear_cells
ZNF621,3,M,Peripheral_blood_mononuclear_cells
ZNF662,3,M,Peripheral_blood_mononuclear_cells
ACSL1,4,M,Peripheral_blood_mononuclear_cells
ADGRA3,4,M,Peripheral_blood_mononuclear_cells
AFAP1,4,M,Peripheral_blood_mononuclear_cells
APBB2,4,M,Peripheral_blood_mononuclear_cells
C4orf26,4,M,Peripheral_blood_mononuclear_cells
CCSER1,4,M,Peripheral_blood_mononuclear_cells
CDS1,4,M,Peripheral_blood_mononuclear_cells
CPEB2,4,M,Peripheral_blood_mononuclear_cells
CTSO,4,M,Peripheral_blood_mononuclear_cells
CWH43,4,M,Peripheral_blood_mononuclear_cells
CXCL3,4,M,Peripheral_blood_mononuclear_cells
CYP4V2,4,M,Peripheral_blood_mononuclear_cells
ENOPH1,4,M,Peripheral_blood_mononuclear_cells
EVC,4,M,Peripheral_blood_mononuclear_cells
FRG1,4,M,Peripheral_blood_mononuclear_cells
GNRHR,4,M,Peripheral_blood_mononuclear_cells
HHIP,4,M,Peripheral_blood_mononuclear_cells
KLKB1,4,M,Peripheral_blood_mononuclear_cells
LARP1B,4,M,Peripheral_blood_mononuclear_cells
MRPS18C,4,M,Peripheral_blood_mononuclear_cells
NAAA,4,M,Peripheral_blood_mononuclear_cells
PACRGL,4,M,Peripheral_blood_mononuclear_cells
PCDH10,4,M,Peripheral_blood_mononuclear_cells
PLAC8,4,M,Peripheral_blood_mononuclear_cells
PLK4,4,M,Peripheral_blood_mononuclear_cells
RBPJ,4,M,Peripheral_blood_mononuclear_cells
RNF212,4,M,Peripheral_blood_mononuclear_cells
RUFY3,4,M,Peripheral_blood_mononuclear_cells
RXFP1,4,M,Peripheral_blood_mononuclear_cells
SCFD2,4,M,Peripheral_blood_mononuclear_cells
SEL1L3,4,M,Peripheral_blood_mononuclear_cells
SLC25A4,4,M,Peripheral_blood_mononuclear_cells
SLC4A4,4,M,Peripheral_blood_mononuclear_cells
SLC9B2,4,M,Peripheral_blood_mononuclear_cells
TSPAN5,4,M,Peripheral_blood_mononuclear_cells
USP53,4,M,Peripheral_blood_mononuclear_cells
WDR1,4,M,Peripheral_blood_mononuclear_cells
WHSC1,4,M,Peripheral_blood_mononuclear_cells
WWC2,4,M,Peripheral_blood_mononuclear_cells
ADRB2,5,M,Peripheral_blood_mononuclear_cells
ANXA6,5,M,Peripheral_blood_mononuclear_cells
BNIP1,5,M,Peripheral_blood_mononuclear_cells
BRD9,5,M,Peripheral_blood_mononuclear_cells
C1QTNF3,5,M,Peripheral_blood_mononuclear_cells
C5orf56,5,M,Peripheral_blood_mononuclear_cells
CAST,5,M,Peripheral_blood_mononuclear_cells
CCNB1,5,M,Peripheral_blood_mononuclear_cells
CDC42SE2,5,M,Peripheral_blood_mononuclear_cells
CTXN3,5,M,Peripheral_blood_mononuclear_cells
FAM169A,5,M,Peripheral_blood_mononuclear_cells
HDAC3,5,M,Peripheral_blood_mononuclear_cells
IRF1,5,M,Peripheral_blood_mononuclear_cells
LNPEP,5,M,Peripheral_blood_mononuclear_cells
LRRTM2,5,M,Peripheral_blood_mononuclear_cells
MAPK9,5,M,Peripheral_blood_mononuclear_cells
MAST4,5,M,Peripheral_blood_mononuclear_cells
MCCC2,5,M,Peripheral_blood_mononuclear_cells
MTRR,5,M,Peripheral_blood_mononuclear_cells
NUDT12,5,M,Peripheral_blood_mononuclear_cells
PDLIM4,5,M,Peripheral_blood_mononuclear_cells
PGGT1B,5,M,Peripheral_blood_mononuclear_cells
PIK3R1,5,M,Peripheral_blood_mononuclear_cells
RNF130,5,M,Peripheral_blood_mononuclear_cells
RNF14,5,M,Peripheral_blood_mononuclear_cells
SFXN1,5,M,Peripheral_blood_mononuclear_cells
SH3TC2,5,M,Peripheral_blood_mononuclear_cells
SLC22A5,5,M,Peripheral_blood_mononuclear_cells
SMAD5,5,M,Peripheral_blood_mononuclear_cells
SNX24,5,M,Peripheral_blood_mononuclear_cells
SOWAHA,5,M,Peripheral_blood_mononuclear_cells
UNC5A,5,M,Peripheral_blood_mononuclear_cells
ZNF346,5,M,Peripheral_blood_mononuclear_cells
ABCF1,6,M,Peripheral_blood_mononuclear_cells
ADGRB3,6,M,Peripheral_blood_mononuclear_cells
ADGRF1,6,M,Peripheral_blood_mononuclear_cells
AKAP7,6,M,Peripheral_blood_mononuclear_cells
ANKRD6,6,M,Peripheral_blood_mononuclear_cells
ATXN1,6,M,Peripheral_blood_mononuclear_cells
CD24,6,M,Peripheral_blood_mononuclear_cells
CLIC5,6,M,Peripheral_blood_mononuclear_cells
CMTR1,6,M,Peripheral_blood_mononuclear_cells
CNR1,6,M,Peripheral_blood_mononuclear_cells
DDX43,6,M,Peripheral_blood_mononuclear_cells
DST,6,M,Peripheral_blood_mononuclear_cells
ENPP4,6,M,Peripheral_blood_mononuclear_cells
ERMARD,6,M,Peripheral_blood_mononuclear_cells
EYS,6,M,Peripheral_blood_mononuclear_cells
EZR,6,M,Peripheral_blood_mononuclear_cells
FGFR1OP,6,M,Peripheral_blood_mononuclear_cells
FNDC1,6,M,Peripheral_blood_mononuclear_cells
FRK,6,M,Peripheral_blood_mononuclear_cells
FUCA2,6,M,Peripheral_blood_mononuclear_cells
HSD17B8,6,M,Peripheral_blood_mononuclear_cells
IP6K3,6,M,Peripheral_blood_mononuclear_cells
IRF4,6,M,Peripheral_blood_mononuclear_cells
LIN28B,6,M,Peripheral_blood_mononuclear_cells
LRRC1,6,M,Peripheral_blood_mononuclear_cells
LRRC16A,6,M,Peripheral_blood_mononuclear_cells
LYRM4,6,M,Peripheral_blood_mononuclear_cells
MAS1L,6,M,Peripheral_blood_mononuclear_cells
MB21D1,6,M,Peripheral_blood_mononuclear_cells
MBOAT1,6,M,Peripheral_blood_mononuclear_cells
MDC1,6,M,Peripheral_blood_mononuclear_cells
MLLT4,6,M,Peripheral_blood_mononuclear_cells
MRS2,6,M,Peripheral_blood_mononuclear_cells
NQO2,6,M,Peripheral_blood_mononuclear_cells
NUDT3,6,M,Peripheral_blood_mononuclear_cells
NUP153,6,M,Peripheral_blood_mononuclear_cells
OGFRL1,6,M,Peripheral_blood_mononuclear_cells
PM20D2,6,M,Peripheral_blood_mononuclear_cells
PNPLA1,6,M,Peripheral_blood_mononuclear_cells
POLH,6,M,Peripheral_blood_mononuclear_cells
PRDM1,6,M,Peripheral_blood_mononuclear_cells
RPS6KA2,6,M,Peripheral_blood_mononuclear_cells
SERPINB1,6,M,Peripheral_blood_mononuclear_cells
SERPINB6,6,M,Peripheral_blood_mononuclear_cells
SLC17A5,6,M,Peripheral_blood_mononuclear_cells
SLC22A3,6,M,Peripheral_blood_mononuclear_cells
TBC1D32,6,M,Peripheral_blood_mononuclear_cells
TDP2,6,M,Peripheral_blood_mononuclear_cells
TFAP2A,6,M,Peripheral_blood_mononuclear_cells
TMEM14A,6,M,Peripheral_blood_mononuclear_cells
TRAF3IP2,6,M,Peripheral_blood_mononuclear_cells
TRDN,6,M,Peripheral_blood_mononuclear_cells
UBE2J1,6,M,Peripheral_blood_mononuclear_cells
UBE3D,6,M,Peripheral_blood_mononuclear_cells
WRNIP1,6,M,Peripheral_blood_mononuclear_cells
ZNF165,6,M,Peripheral_blood_mononuclear_cells
ACHE,7,M,Peripheral_blood_mononuclear_cells
ACTB,7,M,Peripheral_blood_mononuclear_cells
AGBL3,7,M,Peripheral_blood_mononuclear_cells
AGK,7,M,Peripheral_blood_mononuclear_cells
ASB4,7,M,Peripheral_blood_mononuclear_cells
BLVRA,7,M,Peripheral_blood_mononuclear_cells
CARD11,7,M,Peripheral_blood_mononuclear_cells
FAM220A,7,M,Peripheral_blood_mononuclear_cells
FKBP14,7,M,Peripheral_blood_mononuclear_cells
GNA12,7,M,Peripheral_blood_mononuclear_cells
GSAP,7,M,Peripheral_blood_mononuclear_cells
GTF2IRD2,7,M,Peripheral_blood_mononuclear_cells
GTF2IRD2B,7,M,Peripheral_blood_mononuclear_cells
ICA1,7,M,Peripheral_blood_mononuclear_cells
IKZF1,7,M,Peripheral_blood_mononuclear_cells
INSIG1,7,M,Peripheral_blood_mononuclear_cells
LANCL2,7,M,Peripheral_blood_mononuclear_cells
LMOD2,7,M,Peripheral_blood_mononuclear_cells
NRCAM,7,M,Peripheral_blood_mononuclear_cells
PSMC2,7,M,Peripheral_blood_mononuclear_cells
PTN,7,M,Peripheral_blood_mononuclear_cells
SYPL1,7,M,Peripheral_blood_mononuclear_cells
TMEM213,7,M,Peripheral_blood_mononuclear_cells
UBE2D4,7,M,Peripheral_blood_mononuclear_cells
VKORC1L1,7,M,Peripheral_blood_mononuclear_cells
WBSCR22,7,M,Peripheral_blood_mononuclear_cells
WDR60,7,M,Peripheral_blood_mononuclear_cells
YWHAG,7,M,Peripheral_blood_mononuclear_cells
ADAM9,8,M,Peripheral_blood_mononuclear_cells
ASH2L,8,M,Peripheral_blood_mononuclear_cells
CPNE3,8,M,Peripheral_blood_mononuclear_cells
CPQ,8,M,Peripheral_blood_mononuclear_cells
DDHD2,8,M,Peripheral_blood_mononuclear_cells
DMTN,8,M,Peripheral_blood_mononuclear_cells
ERICH1,8,M,Peripheral_blood_mononuclear_cells
FBXO25,8,M,Peripheral_blood_mononuclear_cells
FZD6,8,M,Peripheral_blood_mononuclear_cells
GFRA2,8,M,Peripheral_blood_mononuclear_cells
HGSNAT,8,M,Peripheral_blood_mononuclear_cells
IMPAD1,8,M,Peripheral_blood_mononuclear_cells
JRK,8,M,Peripheral_blood_mononuclear_cells
KLF10,8,M,Peripheral_blood_mononuclear_cells
LPL,8,M,Peripheral_blood_mononuclear_cells
MTDH,8,M,Peripheral_blood_mononuclear_cells
MYOM2,8,M,Peripheral_blood_mononuclear_cells
NEFL,8,M,Peripheral_blood_mononuclear_cells
NSMAF,8,M,Peripheral_blood_mononuclear_cells
PCM1,8,M,Peripheral_blood_mononuclear_cells
PLEKHA2,8,M,Peripheral_blood_mononuclear_cells
PNOC,8,M,Peripheral_blood_mononuclear_cells
PSD3,8,M,Peripheral_blood_mononuclear_cells
PTP4A3,8,M,Peripheral_blood_mononuclear_cells
RNF170,8,M,Peripheral_blood_mononuclear_cells
TCEB1,8,M,Peripheral_blood_mononuclear_cells
TNFRSF10B,8,M,Peripheral_blood_mononuclear_cells
TRAPPC9,8,M,Peripheral_blood_mononuclear_cells
TSPYL5,8,M,Peripheral_blood_mononuclear_cells
VDAC3,8,M,Peripheral_blood_mononuclear_cells
ZNF250,8,M,Peripheral_blood_mononuclear_cells
ZNF251,8,M,Peripheral_blood_mononuclear_cells
ABCA1,9,M,Peripheral_blood_mononuclear_cells
ABL1,9,M,Peripheral_blood_mononuclear_cells
ABO,9,M,Peripheral_blood_mononuclear_cells
ANKRD18A,9,M,Peripheral_blood_mononuclear_cells
ANKRD18B,9,M,Peripheral_blood_mononuclear_cells
C9orf135,9,M,Peripheral_blood_mononuclear_cells
C9orf64,9,M,Peripheral_blood_mononuclear_cells
CACNA1B,9,M,Peripheral_blood_mononuclear_cells
CAMSAP1,9,M,Peripheral_blood_mononuclear_cells
CARD19,9,M,Peripheral_blood_mononuclear_cells
CDC14B,9,M,Peripheral_blood_mononuclear_cells
CDK9,9,M,Peripheral_blood_mononuclear_cells
CNTNAP3,9,M,Peripheral_blood_mononuclear_cells
CORO2A,9,M,Peripheral_blood_mononuclear_cells
DBH,9,M,Peripheral_blood_mononuclear_cells
EXOSC2,9,M,Peripheral_blood_mononuclear_cells
GBA2,9,M,Peripheral_blood_mononuclear_cells
GLIS3,9,M,Peripheral_blood_mononuclear_cells
IDNK,9,M,Peripheral_blood_mononuclear_cells
JAK2,9,M,Peripheral_blood_mononuclear_cells
KIAA0368,9,M,Peripheral_blood_mononuclear_cells
MSANTD3,9,M,Peripheral_blood_mononuclear_cells
MVB12B,9,M,Peripheral_blood_mononuclear_cells
NR6A1,9,M,Peripheral_blood_mononuclear_cells
OSTF1,9,M,Peripheral_blood_mononuclear_cells
PDCL,9,M,Peripheral_blood_mononuclear_cells
PGM5,9,M,Peripheral_blood_mononuclear_cells
POMT1,9,M,Peripheral_blood_mononuclear_cells
RABGAP1,9,M,Peripheral_blood_mononuclear_cells
RAPGEF1,9,M,Peripheral_blood_mononuclear_cells
RXRA,9,M,Peripheral_blood_mononuclear_cells
SLC35D2,9,M,Peripheral_blood_mononuclear_cells
SUSD1,9,M,Peripheral_blood_mononuclear_cells
TRAF1,9,M,Peripheral_blood_mononuclear_cells
TRMO,9,M,Peripheral_blood_mononuclear_cells
VCP,9,M,Peripheral_blood_mononuclear_cells
ZBTB6,9,M,Peripheral_blood_mononuclear_cells
ZDHHC21,9,M,Peripheral_blood_mononuclear_cells
ZNF658,9,M,Peripheral_blood_mononuclear_cells
ACBD5,10,M,Peripheral_blood_mononuclear_cells
ACSL5,10,M,Peripheral_blood_mononuclear_cells
AKR1C8P,10,M,Peripheral_blood_mononuclear_cells
ANKRD16,10,M,Peripheral_blood_mononuclear_cells
ASB13,10,M,Peripheral_blood_mononuclear_cells
BMPR1A,10,M,Peripheral_blood_mononuclear_cells
CDC123,10,M,Peripheral_blood_mononuclear_cells
CISD1,10,M,Peripheral_blood_mononuclear_cells
CNNM1,10,M,Peripheral_blood_mononuclear_cells
COMMD3,10,M,Peripheral_blood_mononuclear_cells
CYP2E1,10,M,Peripheral_blood_mononuclear_cells
DCLRE1A,10,M,Peripheral_blood_mononuclear_cells
DHX32,10,M,Peripheral_blood_mononuclear_cells
DNAJC1,10,M,Peripheral_blood_mononuclear_cells
DNAJC12,10,M,Peripheral_blood_mononuclear_cells
DPYSL4,10,M,Peripheral_blood_mononuclear_cells
FAM107B,10,M,Peripheral_blood_mononuclear_cells
FAM160B1,10,M,Peripheral_blood_mononuclear_cells
FAM171A1,10,M,Peripheral_blood_mononuclear_cells
FAM24B,10,M,Peripheral_blood_mononuclear_cells
FAM35A,10,M,Peripheral_blood_mononuclear_cells
FAM45A,10,M,Peripheral_blood_mononuclear_cells
GOT1,10,M,Peripheral_blood_mononuclear_cells
H2AFY2,10,M,Peripheral_blood_mononuclear_cells
IDI1,10,M,Peripheral_blood_mononuclear_cells
INPP5F,10,M,Peripheral_blood_mononuclear_cells
KIAA1462,10,M,Peripheral_blood_mononuclear_cells
KLF6,10,M,Peripheral_blood_mononuclear_cells
MCM10,10,M,Peripheral_blood_mononuclear_cells
NSMCE4A,10,M,Peripheral_blood_mononuclear_cells
OBFC1,10,M,Peripheral_blood_mononuclear_cells
PCBD1,10,M,Peripheral_blood_mononuclear_cells
PITRM1,10,M,Peripheral_blood_mononuclear_cells
PLEKHS1,10,M,Peripheral_blood_mononuclear_cells
PNLIPRP1,10,M,Peripheral_blood_mononuclear_cells
PTPN20,10,M,Peripheral_blood_mononuclear_cells
REEP3,10,M,Peripheral_blood_mononuclear_cells
SAR1A,10,M,Peripheral_blood_mononuclear_cells
SEPHS1,10,M,Peripheral_blood_mononuclear_cells
SGPL1,10,M,Peripheral_blood_mononuclear_cells
SLK,10,M,Peripheral_blood_mononuclear_cells
SORCS3,10,M,Peripheral_blood_mononuclear_cells
UROS,10,M,Peripheral_blood_mononuclear_cells
XPNPEP1,10,M,Peripheral_blood_mononuclear_cells
ZDHHC16,10,M,Peripheral_blood_mononuclear_cells
ZMYND11,10,M,Peripheral_blood_mononuclear_cells
ACAT1,11,M,Peripheral_blood_mononuclear_cells
ACER3,11,M,Peripheral_blood_mononuclear_cells
ADAMTS8,11,M,Peripheral_blood_mononuclear_cells
AHNAK,11,M,Peripheral_blood_mononuclear_cells
ALG9,11,M,Peripheral_blood_mononuclear_cells
ALKBH3,11,M,Peripheral_blood_mononuclear_cells
ALKBH8,11,M,Peripheral_blood_mononuclear_cells
ARFIP2,11,M,Peripheral_blood_mononuclear_cells
ARHGEF12,11,M,Peripheral_blood_mononuclear_cells
C11orf49,11,M,Peripheral_blood_mononuclear_cells
CAT,11,M,Peripheral_blood_mononuclear_cells
CD44,11,M,Peripheral_blood_mononuclear_cells
CEP295,11,M,Peripheral_blood_mononuclear_cells
COPB1,11,M,Peripheral_blood_mononuclear_cells
CPT1A,11,M,Peripheral_blood_mononuclear_cells
CTSW,11,M,Peripheral_blood_mononuclear_cells
DDB2,11,M,Peripheral_blood_mononuclear_cells
DHCR7,11,M,Peripheral_blood_mononuclear_cells
EEF1G,11,M,Peripheral_blood_mononuclear_cells
FADS2,11,M,Peripheral_blood_mononuclear_cells
FAM76B,11,M,Peripheral_blood_mononuclear_cells
FAR1,11,M,Peripheral_blood_mononuclear_cells
FOLR3,11,M,Peripheral_blood_mononuclear_cells
FXYD6,11,M,Peripheral_blood_mononuclear_cells
GPR137,11,M,Peripheral_blood_mononuclear_cells
GRM5,11,M,Peripheral_blood_mononuclear_cells
IFT46,11,M,Peripheral_blood_mononuclear_cells
INPPL1,11,M,Peripheral_blood_mononuclear_cells
LDHA,11,M,Peripheral_blood_mononuclear_cells
LPXN,11,M,Peripheral_blood_mononuclear_cells
MAP6,11,M,Peripheral_blood_mononuclear_cells
ME3,11,M,Peripheral_blood_mononuclear_cells
MMP13,11,M,Peripheral_blood_mononuclear_cells
MTCH2,11,M,Peripheral_blood_mononuclear_cells
NAALADL1,11,M,Peripheral_blood_mononuclear_cells
OR52N4,11,M,Peripheral_blood_mononuclear_cells
PGM2L1,11,M,Peripheral_blood_mononuclear_cells
PPME1,11,M,Peripheral_blood_mononuclear_cells
PRDM11,11,M,Peripheral_blood_mononuclear_cells
PRG2,11,M,Peripheral_blood_mononuclear_cells
PRSS23,11,M,Peripheral_blood_mononuclear_cells
PSMA1,11,M,Peripheral_blood_mononuclear_cells
PTS,11,M,Peripheral_blood_mononuclear_cells
RCN1,11,M,Peripheral_blood_mononuclear_cells
RIC3,11,M,Peripheral_blood_mononuclear_cells
SLC25A45,11,M,Peripheral_blood_mononuclear_cells
SLC35F2,11,M,Peripheral_blood_mononuclear_cells
SLC36A4,11,M,Peripheral_blood_mononuclear_cells
SWAP70,11,M,Peripheral_blood_mononuclear_cells
TBCEL,11,M,Peripheral_blood_mononuclear_cells
TMEM41B,11,M,Peripheral_blood_mononuclear_cells
TMEM9B,11,M,Peripheral_blood_mononuclear_cells
TPP1,11,M,Peripheral_blood_mononuclear_cells
TRIM21,11,M,Peripheral_blood_mononuclear_cells
ZDHHC13,11,M,Peripheral_blood_mononuclear_cells
AGAP2,12,M,Peripheral_blood_mononuclear_cells
ANKLE2,12,M,Peripheral_blood_mononuclear_cells
ANKRD13A,12,M,Peripheral_blood_mononuclear_cells
ATF7IP,12,M,Peripheral_blood_mononuclear_cells
ATP2A2,12,M,Peripheral_blood_mononuclear_cells
ATP6V0A2,12,M,Peripheral_blood_mononuclear_cells
C1RL,12,M,Peripheral_blood_mononuclear_cells
CCDC91,12,M,Peripheral_blood_mononuclear_cells
CCDC92,12,M,Peripheral_blood_mononuclear_cells
CCND2,12,M,Peripheral_blood_mononuclear_cells
