,Species,Gene,Chromosome,HREloc,GeneDirection,GeneStart,GeneStop,Distance,Proxy,HRE_direct,HRE,Info
4017,Macaca_mulatta,CCR4,2,14783956,-,14759719,14756347,24237,Up,asref,asre,ID=gene-CCR4;Dbxref=GeneID:705457;Name=CCR4;description=C-C motif chemokine receptor 4;gbkey=Gene;gene=CCR4;gene_biotype=protein_coding
3674,Macaca_mulatta,OSBPL10,2,15709604,+,15713849,16041465,4245,Up,pem2f,pem2,ID=gene-OSBPL10;Dbxref=GeneID:703555;Name=OSBPL10;gbkey=Gene;gene=OSBPL10;gene_biotype=protein_coding
4024,Macaca_mulatta,OXNAD1,2,31431987,-,31415961,31325895,16026,Up,slp2f,slp2,ID=gene-OXNAD1;Dbxref=GeneID:695203;Name=OXNAD1;description=oxidoreductase NAD binding domain containing 1;gbkey=Gene;gene=OXNAD1;gene_biotype=protein_coding
4034,Macaca_mulatta,CPNE4,2,34356884,-,34333256,33823670,23628,Up,sc12r,sc12,ID=gene-CPNE4;Dbxref=GeneID:719231;Name=CPNE4;gbkey=Gene;gene=CPNE4;gene_biotype=protein_coding
3684,Macaca_mulatta,UBA5,2,34903932,+,34924992,34943323,21060,Up,pem2r,pem2,ID=gene-UBA5;Dbxref=GeneID:717647;Name=UBA5;gbkey=Gene;gene=UBA5;gene_biotype=protein_coding
3944,Macaca_mulatta,CLDN18,2,40184935,+,40142704,40177652,7283,Down,ccnd1f,ccnd1,ID=gene-CLDN18;Dbxref=GeneID:716628;Name=CLDN18;gbkey=Gene;gene=CLDN18;gene_biotype=protein_coding
3694,Macaca_mulatta,CLSTN2,2,42069330,+,42086518,42720485,17188,Up,aare,aare,ID=gene-CLSTN2;Dbxref=GeneID:715514;Name=CLSTN2;gbkey=Gene;gene=CLSTN2;gene_biotype=protein_coding
3954,Macaca_mulatta,GYG1,2,51159304,+,51116282,51153296,6008,Down,care,care,ID=gene-GYG1;Dbxref=GeneID:712495;Name=GYG1;gbkey=Gene;gene=GYG1;gene_biotype=protein_coding
3874,Macaca_mulatta,HLTF,2,51147630,-,51210840,51155751,8121,Down,hklkr,hklk,ID=gene-HLTF;Dbxref=GeneID:712415;Name=HLTF;gbkey=Gene;gene=HLTF;gene_biotype=protein_coding
3704,Macaca_mulatta,TM4SF4,2,51579900,+,51598022,51627233,18122,Up,pem2f,pem2,ID=gene-TM4SF4;Dbxref=GeneID:711653;Name=TM4SF4;gbkey=Gene;gene=TM4SF4;gene_biotype=protein_coding
3884,Macaca_mulatta,COMMD2,2,51871258,-,51885790,51871837,579,Down,slp2r,slp2,ID=gene-COMMD2;Dbxref=GeneID:711498;Name=COMMD2;description=COMM domain containing 2;gbkey=Gene;gene=COMMD2;gene_biotype=protein_coding
4044,Macaca_mulatta,SIAH2,2,52938955,-,52914868,52893366,24087,Up,ccnd1f,ccnd1,ID=gene-SIAH2;Dbxref=GeneID:710222;Name=SIAH2;description=siah E3 ubiquitin protein ligase 2;gbkey=Gene;gene=SIAH2;gene_biotype=protein_coding
4054,Macaca_mulatta,LXN,2,60931061,-,60924625,60918478,6436,Up,asrer,asre,ID=gene-LXN;Dbxref=GeneID:703996;Name=LXN;description=latexin;gbkey=Gene;gene=LXN;gene_biotype=protein_coding
4064,Macaca_mulatta,SLITRK3,2,69804463,-,69788350,69777886,16113,Up,care,care,ID=gene-SLITRK3;Dbxref=GeneID:700660;Name=SLITRK3;gbkey=Gene;gene=SLITRK3;gene_biotype=protein_coding
3717,Macaca_mulatta,SERPINI1,2,72532696,+,72554767,72641465,22071,Up,mvdpr,mvdp,ID=gene-SERPINI1;Dbxref=GeneID:699483;Name=SERPINI1;description=serpin family I member 1;gbkey=Gene;gene=SERPINI1;gene_biotype=protein_coding
4074,Macaca_mulatta,DGKG,2,91713125,-,91705799,91491908,7326,Up,hk2r,hk2,ID=gene-DGKG;Dbxref=GeneID:699967;Name=DGKG;gbkey=Gene;gene=DGKG;gene_biotype=protein_coding
3894,Macaca_mulatta,DCLK3,2,92130057,-,92164885,92137596,7539,Down,asrer,asre,ID=gene-DCLK3;Dbxref=GeneID:699654;Name=DCLK3;gbkey=Gene;gene=DCLK3;gene_biotype=protein_coding
3964,Macaca_mulatta,VILL,2,93446463,+,93425177,93444986,1477,Down,pem2f,pem2,ID=gene-VILL;Dbxref=GeneID:696988;Name=VILL;gbkey=Gene;gene=VILL;gene_biotype=protein_coding
3904,Macaca_mulatta,ACAA1,2,93536576,-,93558183,93543734,7158,Down,hklkf,hklk,ID=gene-ACAA1;Dbxref=GeneID:696743;Name=ACAA1;gbkey=Gene;gene=ACAA1;gene_biotype=protein_coding
3724,Macaca_mulatta,MYD88,2,93536576,+,93558391,93562235,21815,Up,hklkf,hklk,ID=gene-MYD88;Dbxref=GeneID:696494;Name=MYD88;description=MYD88 innate immune signal transduction adaptor;gbkey=Gene;gene=MYD88;gene_biotype=protein_coding
3974,Macaca_mulatta,ACVR2B,2,93954616,+,93907641,93946887,7729,Down,slp3r,slp3,ID=gene-ACVR2B;Dbxref=GeneID:696071;Name=ACVR2B;gbkey=Gene;gene=ACVR2B;gene_biotype=protein_coding
4084,Macaca_mulatta,SCN10A,2,94263446,-,94249430,94148431,14016,Up,pem1f,pem1,ID=gene-SCN10A;Dbxref=GeneID:694962;Name=SCN10A;gbkey=Gene;gene=SCN10A;gene_biotype=protein_coding
3734,Macaca_mulatta,TMEM42,2,100836119,+,100854219,100858017,18100,Up,psa3r,psa3,ID=gene-TMEM42;Dbxref=GeneID:714654;Name=TMEM42;description=transmembrane protein 42;gbkey=Gene;gene=TMEM42;gene_biotype=protein_coding
3744,Macaca_mulatta,CCR3,2,102249503,+,102268893,102269960,19390,Up,psa1f,psa1,ID=gene-CCR3;Dbxref=GeneID:713368;Name=CCR3;description=C-C motif chemokine receptor 3;gbkey=Gene;gene=CCR3;gene_biotype=protein_coding;gene_synonym=CMKBR3
3754,Macaca_mulatta,CCR3,2,102261802,+,102268893,102269960,7091,Up,asrer,asre,ID=gene-CCR3;Dbxref=GeneID:713368;Name=CCR3;description=C-C motif chemokine receptor 3;gbkey=Gene;gene=CCR3;gene_biotype=protein_coding;gene_synonym=CMKBR3
3764,Macaca_mulatta,GNAI2,2,106352272,+,106360375,106383828,8103,Up,slp2r,slp2,ID=gene-GNAI2;Dbxref=GeneID:703780;Name=GNAI2;description=G protein subunit alpha i2;gbkey=Gene;gene=GNAI2;gene_biotype=protein_coding
4094,Macaca_mulatta,CACNA2D2,2,106651795,-,106631959,106491596,19836,Up,hklkf,hklk,ID=gene-CACNA2D2;Dbxref=GeneID:702429;Name=CACNA2D2;gbkey=Gene;gene=CACNA2D2;gene_biotype=protein_coding
4107,Macaca_mulatta,POC1A,2,108320303,-,108296853,108216339,23450,Up,psa1f,psa1,ID=gene-POC1A;Dbxref=GeneID:698157;Name=POC1A;gbkey=Gene;gene=POC1A;gene_biotype=protein_coding
3774,Macaca_mulatta,ALAS1,2,108320303,+,108336793,108353981,16490,Up,psa1f,psa1,ID=gene-ALAS1;Dbxref=GeneID:698093;Name=ALAS1;gbkey=Gene;gene=ALAS1;gene_biotype=protein_coding
3784,Macaca_mulatta,ITIH1,2,108945940,+,108958316,108972692,12376,Up,slp2f,slp2,ID=gene-ITIH1;Dbxref=GeneID:696070;Name=ITIH1;gbkey=Gene;gene=ITIH1;gene_biotype=protein_coding
3794,Macaca_mulatta,SYNPR,2,119430084,+,119438137,119769061,8053,Up,pb2r,pb2,ID=gene-SYNPR;Dbxref=GeneID:699098;Name=SYNPR;description=synaptoporin;gbkey=Gene;gene=SYNPR;gene_biotype=protein_coding
3984,Macaca_mulatta,ATXN7,2,120147729,+,120004232,120145104,2625,Down,hk2f,hk2,ID=gene-ATXN7;Dbxref=GeneID:701512;Name=ATXN7;gbkey=Gene;gene=ATXN7;gene_biotype=protein_coding
3917,Macaca_mulatta,PSMD6,2,120147729,-,120164755,120151951,4222,Down,hk2f,hk2,ID=gene-PSMD6;Dbxref=GeneID:698601;Name=PSMD6;description=proteasome 26S subunit%2C non-ATPase 6;gbkey=Gene;gene=PSMD6;gene_biotype=protein_coding
4117,Macaca_mulatta,LRIG1,2,122641729,-,122631424,122504737,10305,Up,care,care,ID=gene-LRIG1;Dbxref=GeneID:700033;Name=LRIG1;gbkey=Gene;gene=LRIG1;gene_biotype=protein_coding
4124,Macaca_mulatta,LRIG1,2,122654923,-,122631424,122504737,23499,Up,aare,aare,ID=gene-LRIG1;Dbxref=GeneID:700033;Name=LRIG1;gbkey=Gene;gene=LRIG1;gene_biotype=protein_coding
4134,Macaca_mulatta,UBA3,2,125228073,-,125225679,125200163,2394,Up,slp2f,slp2,ID=gene-UBA3;Dbxref=GeneID:696493;Name=UBA3;description=ubiquitin like modifier activating enzyme 3;gbkey=Gene;gene=UBA3;gene_biotype=protein_coding
3817,Macaca_mulatta,IL17RE,2,141260165,+,141269321,141284003,9156,Up,slp2r,slp2,ID=gene-IL17RE;Dbxref=GeneID:698972;Name=IL17RE;gbkey=Gene;gene=IL17RE;gene_biotype=protein_coding
3804,Macaca_mulatta,IL17RC,2,141260165,+,141284522,141300817,24357,Up,slp2r,slp2,ID=gene-IL17RC;Dbxref=GeneID:699223;Name=IL17RC;gbkey=Gene;gene=IL17RC;gene_biotype=protein_coding
3924,Macaca_mulatta,ATP2B2,2,141728909,-,142114396,141732684,3775,Down,care,care,ID=gene-ATP2B2;Dbxref=GeneID:701149;Name=ATP2B2;gbkey=Gene;gene=ATP2B2;gene_biotype=protein_coding
4144,Macaca_mulatta,XPC,2,145549196,-,145529108,145495554,20088,Up,pem2f,pem2,ID=gene-XPC;Dbxref=GeneID:700938;Name=XPC;gbkey=Gene;gene=XPC;gene_biotype=protein_coding
3824,Macaca_mulatta,TMCC1,2,146571144,+,146578982,146832518,7838,Up,pem2f,pem2,ID=gene-TMCC1;Dbxref=GeneID:702576;Name=TMCC1;description=transmembrane and coiled-coil domain family 1;gbkey=Gene;gene=TMCC1;gene_biotype=protein_coding
4154,Macaca_mulatta,PODXL2,2,148889368,-,148881192,148837629,8176,Up,slp3r,slp3,ID=gene-PODXL2;Dbxref=GeneID:710701;Name=PODXL2;gbkey=Gene;gene=PODXL2;gene_biotype=protein_coding
4164,Macaca_mulatta,PODXL2,2,148900740,-,148881192,148837629,19548,Up,psa1f,psa1,ID=gene-PODXL2;Dbxref=GeneID:710701;Name=PODXL2;gbkey=Gene;gene=PODXL2;gene_biotype=protein_coding
3834,Macaca_mulatta,TPRA1,2,148900740,+,148915756,148935957,15016,Up,psa1f,psa1,ID=gene-TPRA1;Dbxref=GeneID:707221;Name=TPRA1;description=transmembrane protein adipocyte associated 1;gbkey=Gene;gene=TPRA1;gene_biotype=protein_coding;gene_synonym=GPR175
3844,Macaca_mulatta,ZXDC,2,150028404,+,150043577,150081453,15173,Up,hklkf,hklk,ID=gene-ZXDC;Dbxref=GeneID:717391;Name=ZXDC;gbkey=Gene;gene=ZXDC;gene_biotype=protein_coding
3854,Macaca_mulatta,HCLS1,2,154666711,+,154675253,154705295,8542,Up,hklkf,hklk,ID=gene-HCLS1;Dbxref=GeneID:714044;Name=HCLS1;description=hematopoietic cell-specific Lyn substrate 1;gbkey=Gene;gene=HCLS1;gene_biotype=protein_coding
4174,Macaca_mulatta,SLC35A5,2,163618752,-,163616368,163595560,2384,Up,mvdpf,mvdp,ID=gene-SLC35A5;Dbxref=GeneID:708401;Name=SLC35A5;description=solute carrier family 35 member A5;gbkey=Gene;gene=SLC35A5;gene_biotype=protein_coding
4184,Macaca_mulatta,TAGLN3,2,164205256,-,164180377,164165065,24879,Up,mvdpr,mvdp,ID=gene-TAGLN3;Dbxref=GeneID:707572;Name=TAGLN3;description=transgelin 3;gbkey=Gene;gene=TAGLN3;gene_biotype=protein_coding
3864,Macaca_mulatta,MORC1,2,167069786,+,167070924,167232456,1138,Up,asrer,asre,ID=gene-MORC1;Dbxref=GeneID:100429356;Name=MORC1;gbkey=Gene;gene=MORC1;gene_biotype=protein_coding
3994,Macaca_mulatta,IFT57,2,168049913,+,167981517,168045461,4452,Down,slp2r,slp2,ID=gene-IFT57;Dbxref=GeneID:705088;Name=IFT57;description=intraflagellar transport 57;gbkey=Gene;gene=IFT57;gene_biotype=protein_coding
3934,Macaca_mulatta,BBX,2,168386726,-,168668293,168394157,7431,Down,psa1r,psa1,ID=gene-BBX;Dbxref=GeneID:114676442;Name=BBX;gbkey=Gene;gene=BBX;gene_biotype=protein_coding
4194,Macaca_mulatta,BBX,2,168670465,-,168668293,168394157,2172,Up,care,care,ID=gene-BBX;Dbxref=GeneID:114676442;Name=BBX;gbkey=Gene;gene=BBX;gene_biotype=protein_coding
4204,Macaca_mulatta,COL8A1,2,176492066,-,176468248,176318358,23818,Up,psa1r,psa1,ID=gene-COL8A1;Dbxref=GeneID:100423514;Name=COL8A1;gbkey=Gene;gene=COL8A1;gene_biotype=protein_coding
4374,Macaca_mulatta,CCDC154,20,1464451,-,1454047,1434220,10404,Up,slp3f,slp3,ID=gene-CCDC154;Dbxref=GeneID:100429196;Name=CCDC154;gbkey=Gene;gene=CCDC154;gene_biotype=protein_coding
4294,Macaca_mulatta,CLCN7,20,1464451,-,1497227,1468012,3561,Down,slp3f,slp3,ID=gene-CLCN7;Dbxref=GeneID:100429296;Name=CLCN7;gbkey=Gene;gene=CLCN7;gene_biotype=protein_coding
4344,Macaca_mulatta,ZNF263,20,3354072,+,3335717,3344934,9138,Down,pem2r,pem2,ID=gene-ZNF263;Dbxref=GeneID:702166;Name=ZNF263;description=zinc finger protein 263;gbkey=Gene;gene=ZNF263;gene_biotype=protein_coding
4217,Macaca_mulatta,ZNF75A,20,3354072,+,3358791,3382390,4719,Up,pem2r,pem2,ID=gene-ZNF75A;Dbxref=GeneID:702284;Name=ZNF75A;gbkey=Gene;gene=ZNF75A;gene_biotype=protein_coding
4224,Macaca_mulatta,ATF7IP2,20,10358979,+,10371476,10461152,12497,Up,slp3r,slp3,ID=gene-ATF7IP2;Dbxref=GeneID:710224;Name=ATF7IP2;gbkey=Gene;gene=ATF7IP2;gene_biotype=protein_coding
4234,Macaca_mulatta,EEF2K,20,20448264,+,20464928,20551190,16664,Up,psa1f,psa1,ID=gene-EEF2K;Dbxref=GeneID:698604;Name=EEF2K;gbkey=Gene;gene=EEF2K;gene_biotype=protein_coding
4244,Macaca_mulatta,METTL9,20,20715305,+,20725335,20776333,10030,Up,care,care,ID=gene-METTL9;Dbxref=GeneID:698159;Name=METTL9;gbkey=Gene;gene=METTL9;gene_biotype=protein_coding
4384,Macaca_mulatta,ERN2,20,22068646,-,22058927,22034918,9719,Up,hk2r,hk2,ID=gene-ERN2;Dbxref=GeneID:700910;Name=ERN2;gbkey=Gene;gene=ERN2;gene_biotype=protein_coding
4394,Macaca_mulatta,BRD7,20,37482533,-,37466401,37412685,16132,Up,hklkr,hklk,ID=gene-BRD7;Dbxref=GeneID:694850;Name=BRD7;gbkey=Gene;gene=BRD7;gene_biotype=protein_coding
4354,Macaca_mulatta,IRX6,20,42457330,+,42447748,42454703,2627,Down,sc12r,sc12,ID=gene-IRX6;Dbxref=GeneID:698232;Name=IRX6;gbkey=Gene;gene=IRX6;gene_biotype=protein_coding
4404,Macaca_mulatta,CIAPIN1,20,44685333,-,44680865,44662172,4468,Up,pem2r,pem2,ID=gene-CIAPIN1;Dbxref=GeneID:704770;Name=CIAPIN1;gbkey=Gene;gene=CIAPIN1;gene_biotype=protein_coding
4254,Macaca_mulatta,POLR2C,20,44685333,+,44695840,44706363,10507,Up,pem2r,pem2,ID=gene-POLR2C;Dbxref=GeneID:704555;Name=POLR2C;description=RNA polymerase II subunit C;gbkey=Gene;gene=POLR2C;gene_biotype=protein_coding
4304,Macaca_mulatta,CDH16,20,54083674,-,54095013,54084078,404,Down,pem2f,pem2,ID=gene-CDH16;Dbxref=GeneID:697166;Name=CDH16;gbkey=Gene;gene=CDH16;gene_biotype=protein_coding
4417,Macaca_mulatta,KCTD19,20,54531635,-,54513049,54475673,18586,Up,hklkf,hklk,ID=gene-KCTD19;Dbxref=GeneID:699297;Name=KCTD19;gbkey=Gene;gene=KCTD19;gene_biotype=protein_coding
4424,Macaca_mulatta,NQO1,20,56995856,-,56987942,56970085,7914,Up,hklkr,hklk,ID=gene-NQO1;Dbxref=GeneID:705635;Name=NQO1;description=NAD(P)H quinone dehydrogenase 1;gbkey=Gene;gene=NQO1;gene_biotype=protein_coding
4317,Macaca_mulatta,NOB1,20,56995856,-,57017650,57004161,8305,Down,hklkr,hklk,ID=gene-NOB1;Dbxref=GeneID:705344;Name=NOB1;description=NIN1 (RPN12) binding protein 1 homolog;gbkey=Gene;gene=NOB1;gene_biotype=protein_coding
4264,Macaca_mulatta,WWP2,20,56995856,+,57020233,57203105,24377,Up,hklkr,hklk,ID=gene-WWP2;Dbxref=GeneID:705464;Name=WWP2;description=WW domain containing E3 ubiquitin protein ligase 2;gbkey=Gene;gene=WWP2;gene_biotype=protein_coding
4324,Macaca_mulatta,DHODH,20,59476148,-,59495104,59479375,3227,Down,asrer,asre,ID=gene-DHODH;Dbxref=GeneID:706936;Name=DHODH;gbkey=Gene;gene=DHODH;gene_biotype=protein_coding
4274,Macaca_mulatta,AP1G1,20,59688258,+,59710683,59801732,22425,Up,pem1r,pem1,ID=gene-AP1G1;Dbxref=GeneID:710171;Name=AP1G1;gbkey=Gene;gene=AP1G1;gene_biotype=protein_coding
4284,Macaca_mulatta,ATP2C2,20,71352345,+,71374206,71462697,21861,Up,slp3r,slp3,ID=gene-ATP2C2;Dbxref=GeneID:715279;Name=ATP2C2;gbkey=Gene;gene=ATP2C2;gene_biotype=protein_coding
4434,Macaca_mulatta,ZDHHC7,20,72051823,-,72030283,71989697,21540,Up,care,care,ID=gene-ZDHHC7;Dbxref=GeneID:718634;Name=ZDHHC7;gbkey=Gene;gene=ZDHHC7;gene_biotype=protein_coding
4364,Macaca_mulatta,GSE1,20,72710108,+,72197506,72707264,2844,Down,pem1f,pem1,ID=gene-GSE1;Dbxref=GeneID:693298;Name=GSE1;gbkey=Gene;gene=GSE1;gene_biotype=protein_coding
4444,Macaca_mulatta,MVD,20,75686895,-,75677890,75666662,9005,Up,care,care,ID=gene-MVD;Dbxref=GeneID:696865;Name=MVD;description=mevalonate diphosphate decarboxylase;gbkey=Gene;gene=MVD;gene_biotype=protein_coding
4334,Macaca_mulatta,SNAI3,20,75686895,-,75701711,75694155,7260,Down,care,care,ID=gene-SNAI3;Dbxref=GeneID:710815;Name=SNAI3;description=snail family transcriptional repressor 3;gbkey=Gene;gene=SNAI3;gene_biotype=protein_coding
4784,Macaca_mulatta,AIRE,3,2460277,-,2450174,2436714,10103,Up,sc12f,sc12,ID=gene-AIRE;Dbxref=GeneID:712858;Name=AIRE;gbkey=Gene;gene=AIRE;gene_biotype=protein_coding
4654,Macaca_mulatta,UMODL1,3,4527387,-,4601527,4532807,5420,Down,slp2r,slp2,ID=gene-UMODL1;Dbxref=GeneID:714707;Name=UMODL1;gbkey=Gene;gene=UMODL1;gene_biotype=protein_coding
4794,Macaca_mulatta,ETS2,3,7832638,-,7821572,7801010,11066,Up,sc12f,sc12,ID=gene-ETS2;Dbxref=GeneID:715887;Name=ETS2;gbkey=Gene;gene=ETS2;gene_biotype=protein_coding
4694,Macaca_mulatta,CLDN14,3,10141224,+,10114294,10134497,6727,Down,hklkf,hklk,ID=gene-CLDN14;Dbxref=GeneID:695087;Name=CLDN14;description=claudin 14;gbkey=Gene;gene=CLDN14;gene_biotype=protein_coding
4704,Macaca_mulatta,URB1,3,14193127,+,14112354,14192621,506,Down,c3r,c3,ID=gene-URB1;Dbxref=GeneID:709174;Name=URB1;gbkey=Gene;gene=URB1;gene_biotype=protein_coding
4664,Macaca_mulatta,USP16,3,17608813,-,17645893,17615704,6891,Down,ccnd1f,ccnd1,ID=gene-USP16;Dbxref=GeneID:706403;Name=USP16;description=ubiquitin specific peptidase 16;gbkey=Gene;gene=USP16;gene_biotype=protein_coding
4454,Macaca_mulatta,CYYR1,3,20081079,+,20096733,20202867,15654,Up,hklkf,hklk,ID=gene-CYYR1;Dbxref=GeneID:708008;Name=CYYR1;gbkey=Gene;gene=CYYR1;gene_biotype=protein_coding
4717,Macaca_mulatta,CYYR1,3,20210383,+,20096733,20202867,7516,Down,psa1r,psa1,ID=gene-CYYR1;Dbxref=GeneID:708008;Name=CYYR1;gbkey=Gene;gene=CYYR1;gene_biotype=protein_coding
4464,Macaca_mulatta,NUDT1,3,35327255,+,35333434,35346857,6179,Up,sc12r,sc12,ID=gene-NUDT1;Dbxref=GeneID:713078;Name=NUDT1;description=nudix hydrolase 1;gbkey=Gene;gene=NUDT1;gene_biotype=protein_coding
4474,Macaca_mulatta,SDK1,3,36394071,+,36418346,37377129,24275,Up,care,care,ID=gene-SDK1;Dbxref=GeneID:715160;Name=SDK1;gbkey=Gene;gene=SDK1;gene_biotype=protein_coding
4724,Macaca_mulatta,TRRAP,3,41121980,+,40974342,41112188,9792,Down,psa3f,psa3,ID=gene-TRRAP;Dbxref=GeneID:707047;Name=TRRAP;gbkey=Gene;gene=TRRAP;gene_biotype=protein_coding
4674,Macaca_mulatta,SMURF1,3,41121980,-,41247955,41125533,3553,Down,psa3f,psa3,ID=gene-SMURF1;Dbxref=GeneID:718616;Name=SMURF1;description=SMAD specific E3 ubiquitin protein ligase 1;gbkey=Gene;gene=SMURF1;gene_biotype=protein_coding
4484,Macaca_mulatta,NYAP1,3,42537295,+,42554155,42569141,16860,Up,slp2r,slp2,ID=gene-NYAP1;Dbxref=GeneID:719205;Name=NYAP1;gbkey=Gene;gene=NYAP1;gene_biotype=protein_coding
4734,Macaca_mulatta,SLC12A9,3,42956512,+,42935934,42950821,5691,Down,pem1r,pem1,ID=gene-SLC12A9;Dbxref=GeneID:713119;Name=SLC12A9;gbkey=Gene;gene=SLC12A9;gene_biotype=protein_coding
4494,Macaca_mulatta,SRRT,3,42956512,+,42958959,42972697,2447,Up,pem1r,pem1,ID=gene-SRRT;Dbxref=GeneID:713235;Name=SRRT;gbkey=Gene;gene=SRRT;gene_biotype=protein_coding
4804,Macaca_mulatta,LANCL2,3,59909352,-,59903106,59837578,6246,Up,psa3r,psa3,ID=gene-LANCL2;Dbxref=GeneID:704882;Name=LANCL2;description=LanC like 2;gbkey=Gene;gene=LANCL2;gene_biotype=protein_coding
4817,Macaca_mulatta,NME8,3,77337951,-,77327535,77274132,10416,Up,ccnd1f,ccnd1,ID=gene-NME8;Dbxref=GeneID:705583;Name=NME8;gbkey=Gene;gene=NME8;gene_biotype=protein_coding
4504,Macaca_mulatta,TBX20,3,79797544,+,79820896,79875365,23352,Up,ccnd1r,ccnd1,ID=gene-TBX20;Dbxref=GeneID:707576;Name=TBX20;gbkey=Gene;gene=TBX20;gene_biotype=protein_coding
4517,Macaca_mulatta,GGCT,3,84581934,+,84605244,84613448,23310,Up,hklkf,hklk,ID=gene-GGCT;Dbxref=GeneID:695547;Name=GGCT;description=gamma-glutamylcyclotransferase;gbkey=Gene;gene=GGCT;gene_biotype=protein_coding
4824,Macaca_mulatta,CCDC126,3,91511749,-,91507201,91466953,4548,Up,hklkf,hklk,ID=gene-CCDC126;Dbxref=GeneID:710357;Name=CCDC126;description=coiled-coil domain containing 126;gbkey=Gene;gene=CCDC126;gene_biotype=protein_coding
4684,Macaca_mulatta,PHF14,3,104012468,-,104221909,104022083,9615,Down,hklkf,hklk,ID=gene-PHF14;Dbxref=GeneID:694855;Name=PHF14;gbkey=Gene;gene=PHF14;gene_biotype=protein_coding
4834,Macaca_mulatta,GNGT1,3,112225225,-,112215811,112211201,9414,Up,psa1r,psa1,ID=gene-GNGT1;Dbxref=GeneID:700724;Name=GNGT1;gbkey=Gene;gene=GNGT1;gene_biotype=protein_coding
4524,Macaca_mulatta,TFPI2,3,112225225,+,112232134,112264654,6909,Up,psa1r,psa1,ID=gene-TFPI2;Dbxref=GeneID:700850;Name=TFPI2;gbkey=Gene;gene=TFPI2;gene_biotype=protein_coding
4534,Macaca_mulatta,KRIT1,3,113885492,+,113892559,113939501,7067,Up,asref,asre,ID=gene-KRIT1;Dbxref=GeneID:702623;Name=KRIT1;description=KRIT1 ankyrin repeat containing;gbkey=Gene;gene=KRIT1;gene_biotype=protein_coding
4744,Macaca_mulatta,KRIT1,3,113945435,+,113892559,113939501,5934,Down,ccnd1f,ccnd1,ID=gene-KRIT1;Dbxref=GeneID:702623;Name=KRIT1;description=KRIT1 ankyrin repeat containing;gbkey=Gene;gene=KRIT1;gene_biotype=protein_coding
4544,Macaca_mulatta,MTERF1,3,114220573,+,114231415,114239067,10842,Up,mvdpr,mvdp,ID=gene-MTERF1;Dbxref=GeneID:703725;Name=MTERF1;gbkey=Gene;gene=MTERF1;gene_biotype=protein_coding
4554,Macaca_mulatta,TEX47,3,117340252,+,117345671,117349003,5419,Up,slp3r,slp3,"ID=gene-TEX47;Dbxref=GeneID:704775;Name=TEX47;description=testis expressed 47;gbkey=Gene;gene=TEX47;gene_biotype=protein_coding;gene_synonym=C3H7orf62,C7orf62"
4754,Macaca_mulatta,SEMA3A,3,122177775,+,121826293,122173773,4002,Down,care,care,ID=gene-SEMA3A;Dbxref=GeneID:708263;Name=SEMA3A;gbkey=Gene;gene=SEMA3A;gene_biotype=protein_coding
4564,Macaca_mulatta,LRRC17,3,129303156,+,129320219,129361077,17063,Up,psa1f,psa1,ID=gene-LRRC17;Dbxref=GeneID:695422;Name=LRRC17;gbkey=Gene;gene=LRRC17;gene_biotype=protein_coding
4844,Macaca_mulatta,ORC5,3,130533552,-,130510073,130425723,23479,Up,hklkr,hklk,ID=gene-ORC5;Dbxref=GeneID:696683;Name=ORC5;description=origin recognition complex subunit 5;gbkey=Gene;gene=ORC5;gene_biotype=protein_coding;gene_synonym=ORC5L
4854,Macaca_mulatta,SYPL1,3,132423550,-,132421154,132398468,2396,Up,aare,aare,ID=gene-SYPL1;Dbxref=GeneID:698350;Name=SYPL1;description=synaptophysin like 1;gbkey=Gene;gene=SYPL1;gene_biotype=protein_coding
4864,Macaca_mulatta,SYPL1,3,132440884,-,132421154,132398468,19730,Up,hk2r,hk2,ID=gene-SYPL1;Dbxref=GeneID:698350;Name=SYPL1;description=synaptophysin like 1;gbkey=Gene;gene=SYPL1;gene_biotype=protein_coding
4574,Macaca_mulatta,ST7,3,143139241,+,143158458,143437084,19217,Up,mvdpf,mvdp,ID=gene-ST7;Dbxref=GeneID:704776;Name=ST7;description=suppression of tumorigenicity 7;gbkey=Gene;gene=ST7;gene_biotype=protein_coding
4764,Macaca_mulatta,ST7,3,143445476,+,143158458,143437084,8392,Down,asref,asre,ID=gene-ST7;Dbxref=GeneID:704776;Name=ST7;description=suppression of tumorigenicity 7;gbkey=Gene;gene=ST7;gene_biotype=protein_coding
4584,Macaca_mulatta,CFTR,3,143667767,+,143689225,143868872,21458,Up,csref,csre,ID=gene-CFTR;Dbxref=GeneID:574346;Name=CFTR;description=cystic fibrosis transmembrane conductance regulator;gbkey=Gene;gene=CFTR;gene_biotype=protein_coding;gene_synonym=ABCC7
4874,Macaca_mulatta,IQUB,3,149973502,-,149957339,149876670,16163,Up,hk2f,hk2,ID=gene-IQUB;Dbxref=GeneID:695424;Name=IQUB;gbkey=Gene;gene=IQUB;gene_biotype=protein_coding
4594,Macaca_mulatta,ASB15,3,149973502,+,149990678,150069353,17176,Up,hk2f,hk2,ID=gene-ASB15;Dbxref=GeneID:695656;Name=ASB15;gbkey=Gene;gene=ASB15;gene_biotype=protein_coding
